target_score;miRNA;gene;Gene Description
66;hsa-miR-16-5p;SKIL;SKI like proto-oncogene
66;hsa-miR-16-5p;ASB1;ankyrin repeat and SOCS box containing 1
66;hsa-miR-16-5p;DHRS7;dehydrogenase/reductase 7
66;hsa-miR-16-5p;TBCK;TBC1 domain containing kinase
66;hsa-miR-16-5p;PRR13;proline rich 13
66;hsa-miR-16-5p;ATP5MC3;ATP synthase membrane subunit c locus 3
66;hsa-miR-16-5p;RAB23;RAB23, member RAS oncogene family
66;hsa-miR-16-5p;CXorf40B;chromosome X open reading frame 40B
66;hsa-miR-16-5p;UBE2J1;ubiquitin conjugating enzyme E2 J1
66;hsa-miR-16-5p;PDPR;pyruvate dehydrogenase phosphatase regulatory subunit
66;hsa-miR-16-5p;ABCG4;ATP binding cassette subfamily G member 4
66;hsa-miR-16-5p;HOXC8;homeobox C8
66;hsa-miR-16-5p;SEC14L4;SEC14 like lipid binding 4
66;hsa-miR-16-5p;RAB35;RAB35, member RAS oncogene family
66;hsa-miR-16-5p;CD40;CD40 molecule
66;hsa-miR-16-5p;FAM189A1;family with sequence similarity 189 member A1
66;hsa-miR-16-5p;PSMA5;proteasome subunit alpha 5
66;hsa-miR-16-5p;CMTM4;CKLF like MARVEL transmembrane domain containing 4
66;hsa-miR-16-5p;UBE3C;ubiquitin protein ligase E3C
65;hsa-miR-16-5p;TARBP1;TAR (HIV-1) RNA binding protein 1
65;hsa-miR-16-5p;RYBP;RING1 and YY1 binding protein
65;hsa-miR-16-5p;UBAC1;UBA domain containing 1
65;hsa-miR-16-5p;ODF2L;outer dense fiber of sperm tails 2 like
65;hsa-miR-16-5p;CD28;CD28 molecule
65;hsa-miR-16-5p;ZBTB7A;zinc finger and BTB domain containing 7A
65;hsa-miR-16-5p;GNA12;G protein subunit alpha 12
65;hsa-miR-16-5p;FOSL1;FOS like 1, AP-1 transcription factor subunit
65;hsa-miR-16-5p;TSC1;TSC complex subunit 1
65;hsa-miR-16-5p;ANKRD13B;ankyrin repeat domain 13B
65;hsa-miR-16-5p;AP2B1;adaptor related protein complex 2 subunit beta 1
65;hsa-miR-16-5p;AQP11;aquaporin 11
65;hsa-miR-16-5p;RDH13;retinol dehydrogenase 13
65;hsa-miR-16-5p;ASTN1;astrotactin 1
65;hsa-miR-16-5p;RNF138;ring finger protein 138
65;hsa-miR-16-5p;BACE1;beta-secretase 1
65;hsa-miR-16-5p;ZER1;zyg-11 related cell cycle regulator
65;hsa-miR-16-5p;TMEM143;transmembrane protein 143
65;hsa-miR-16-5p;BMX;BMX non-receptor tyrosine kinase
65;hsa-miR-16-5p;RHPN2;rhophilin Rho GTPase binding protein 2
65;hsa-miR-16-5p;TEX19;testis expressed 19
65;hsa-miR-16-5p;CYB561D1;cytochrome b561 family member D1
65;hsa-miR-16-5p;ITPR1;inositol 1,4,5-trisphosphate receptor type 1
65;hsa-miR-16-5p;TAOK1;TAO kinase 1
65;hsa-miR-16-5p;NHSL1;NHS like 1
65;hsa-miR-16-5p;CCDC18;coiled-coil domain containing 18
65;hsa-miR-16-5p;LGI2;leucine rich repeat LGI family member 2
65;hsa-miR-16-5p;DNAJC24;DnaJ heat shock protein family (Hsp40) member C24
64;hsa-miR-16-5p;KCNIP1;potassium voltage-gated channel interacting protein 1
64;hsa-miR-16-5p;VWA8;von Willebrand factor A domain containing 8
64;hsa-miR-16-5p;SMPD1;sphingomyelin phosphodiesterase 1
64;hsa-miR-16-5p;PLEKHA5;pleckstrin homology domain containing A5
64;hsa-miR-16-5p;SLITRK6;SLIT and NTRK like family member 6
64;hsa-miR-16-5p;OTUB2;OTU deubiquitinase, ubiquitin aldehyde binding 2
64;hsa-miR-16-5p;RBSN;rabenosyn, RAB effector
64;hsa-miR-16-5p;PHIP;pleckstrin homology domain interacting protein
64;hsa-miR-16-5p;MAP2K3;mitogen-activated protein kinase kinase 3
64;hsa-miR-16-5p;EIF4E;eukaryotic translation initiation factor 4E
64;hsa-miR-16-5p;LAMTOR4;late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
64;hsa-miR-16-5p;AP1S2;adaptor related protein complex 1 subunit sigma 2
64;hsa-miR-16-5p;ORC4;origin recognition complex subunit 4
64;hsa-miR-16-5p;CYB561;cytochrome b561
64;hsa-miR-16-5p;HARS2;histidyl-tRNA synthetase 2, mitochondrial
64;hsa-miR-16-5p;DPP8;dipeptidyl peptidase 8
64;hsa-miR-16-5p;PPP1R2;protein phosphatase 1 regulatory inhibitor subunit 2
64;hsa-miR-16-5p;RAP2C;RAP2C, member of RAS oncogene family
64;hsa-miR-16-5p;ACACB;acetyl-CoA carboxylase beta
64;hsa-miR-16-5p;CRACR2B;calcium release activated channel regulator 2B
64;hsa-miR-16-5p;GLCE;glucuronic acid epimerase
64;hsa-miR-16-5p;ELAVL4;ELAV like RNA binding protein 4
64;hsa-miR-16-5p;KLHL15;kelch like family member 15
64;hsa-miR-16-5p;TMPRSS15;transmembrane serine protease 15
64;hsa-miR-16-5p;GRB2;growth factor receptor bound protein 2
63;hsa-miR-16-5p;PSMD7;proteasome 26S subunit, non-ATPase 7
63;hsa-miR-16-5p;KCNC2;potassium voltage-gated channel subfamily C member 2
63;hsa-miR-16-5p;SLC4A8;solute carrier family 4 member 8
63;hsa-miR-16-5p;FRYL;FRY like transcription coactivator
63;hsa-miR-16-5p;GABRA1;gamma-aminobutyric acid type A receptor alpha1 subunit
63;hsa-miR-16-5p;CLU;clusterin
63;hsa-miR-16-5p;ATP4B;ATPase H+/K+ transporting subunit beta
63;hsa-miR-16-5p;CCDC28A;coiled-coil domain containing 28A
63;hsa-miR-16-5p;B4GALT1;beta-1,4-galactosyltransferase 1
63;hsa-miR-16-5p;TREM1;triggering receptor expressed on myeloid cells 1
63;hsa-miR-16-5p;VSIR;V-set immunoregulatory receptor
63;hsa-miR-16-5p;BTN1A1;butyrophilin subfamily 1 member A1
63;hsa-miR-16-5p;ADORA2A;adenosine A2a receptor
63;hsa-miR-16-5p;SMIM21;small integral membrane protein 21
63;hsa-miR-16-5p;UMOD;uromodulin
63;hsa-miR-16-5p;C8orf86;chromosome 8 open reading frame 86
63;hsa-miR-16-5p;TATDN3;TatD DNase domain containing 3
63;hsa-miR-16-5p;TBC1D9;TBC1 domain family member 9
63;hsa-miR-16-5p;CCDC179;coiled-coil domain containing 179
63;hsa-miR-16-5p;MIEF2;mitochondrial elongation factor 2
63;hsa-miR-16-5p;BRK1;BRICK1, SCAR/WAVE actin nucleating complex subunit
63;hsa-miR-16-5p;TUBA1A;tubulin alpha 1a
63;hsa-miR-16-5p;ELMO2;engulfment and cell motility 2
63;hsa-miR-16-5p;IGSF23;immunoglobulin superfamily member 23
62;hsa-miR-16-5p;FSTL4;follistatin like 4
62;hsa-miR-16-5p;HIPK3;homeodomain interacting protein kinase 3
62;hsa-miR-16-5p;WASL;Wiskott-Aldrich syndrome like
62;hsa-miR-16-5p;NFRKB;nuclear factor related to kappaB binding protein
62;hsa-miR-16-5p;FCHSD1;FCH and double SH3 domains 1
62;hsa-miR-16-5p;PGM2L1;phosphoglucomutase 2 like 1
62;hsa-miR-16-5p;ARRDC4;arrestin domain containing 4
62;hsa-miR-16-5p;ITGA10;integrin subunit alpha 10
62;hsa-miR-16-5p;MYLK4;myosin light chain kinase family member 4
62;hsa-miR-16-5p;PLAGL1;PLAG1 like zinc finger 1
62;hsa-miR-16-5p;SSRP1;structure specific recognition protein 1
62;hsa-miR-16-5p;RAD9A;RAD9 checkpoint clamp component A
62;hsa-miR-16-5p;RAB3IP;RAB3A interacting protein
62;hsa-miR-16-5p;GABRP;gamma-aminobutyric acid type A receptor pi subunit
62;hsa-miR-16-5p;UBE2B;ubiquitin conjugating enzyme E2 B
62;hsa-miR-16-5p;SH2D2A;SH2 domain containing 2A
62;hsa-miR-16-5p;CDC14A;cell division cycle 14A
62;hsa-miR-16-5p;THRB;thyroid hormone receptor beta
62;hsa-miR-16-5p;GLUD1;glutamate dehydrogenase 1
62;hsa-miR-16-5p;IRF2BP2;interferon regulatory factor 2 binding protein 2
62;hsa-miR-16-5p;AP5B1;adaptor related protein complex 5 subunit beta 1
62;hsa-miR-16-5p;SYDE1;synapse defective Rho GTPase homolog 1
61;hsa-miR-16-5p;USP14;ubiquitin specific peptidase 14
61;hsa-miR-16-5p;PLEKHH1;pleckstrin homology, MyTH4 and FERM domain containing H1
61;hsa-miR-16-5p;FBXO33;F-box protein 33
61;hsa-miR-16-5p;SYNDIG1;synapse differentiation inducing 1
61;hsa-miR-16-5p;PTPRM;protein tyrosine phosphatase, receptor type M
61;hsa-miR-16-5p;NECAP1;NECAP endocytosis associated 1
61;hsa-miR-16-5p;DTNA;dystrobrevin alpha
61;hsa-miR-16-5p;KLF7;Kruppel like factor 7
61;hsa-miR-16-5p;NACC2;NACC family member 2
61;hsa-miR-16-5p;ZNF362;zinc finger protein 362
61;hsa-miR-16-5p;EPHA1;EPH receptor A1
61;hsa-miR-16-5p;CCDC149;coiled-coil domain containing 149
61;hsa-miR-16-5p;LHFPL4;LHFPL tetraspan subfamily member 4
61;hsa-miR-16-5p;C15orf40;chromosome 15 open reading frame 40
61;hsa-miR-16-5p;PPIL4;peptidylprolyl isomerase like 4
61;hsa-miR-16-5p;RPS6KB1;ribosomal protein S6 kinase B1
61;hsa-miR-16-5p;PPM1H;protein phosphatase, Mg2+/Mn2+ dependent 1H
61;hsa-miR-16-5p;GRPR;gastrin releasing peptide receptor
61;hsa-miR-16-5p;FRS2;fibroblast growth factor receptor substrate 2
61;hsa-miR-16-5p;MAP3K4;mitogen-activated protein kinase kinase kinase 4
61;hsa-miR-16-5p;VEGFD;vascular endothelial growth factor D
61;hsa-miR-16-5p;ANKIB1;ankyrin repeat and IBR domain containing 1
61;hsa-miR-16-5p;TXNRD2;thioredoxin reductase 2
60;hsa-miR-16-5p;SNX29;sorting nexin 29
60;hsa-miR-16-5p;SLC4A7;solute carrier family 4 member 7
60;hsa-miR-16-5p;GRM1;glutamate metabotropic receptor 1
60;hsa-miR-16-5p;BVES;blood vessel epicardial substance
60;hsa-miR-16-5p;CSMD1;CUB and Sushi multiple domains 1
60;hsa-miR-16-5p;ESYT3;extended synaptotagmin 3
60;hsa-miR-16-5p;SIDT1;SID1 transmembrane family member 1
60;hsa-miR-16-5p;ISOC1;isochorismatase domain containing 1
60;hsa-miR-16-5p;SAMD4A;sterile alpha motif domain containing 4A
60;hsa-miR-16-5p;B3GNT2;UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
60;hsa-miR-16-5p;C11orf24;chromosome 11 open reading frame 24
60;hsa-miR-16-5p;ASB7;ankyrin repeat and SOCS box containing 7
60;hsa-miR-16-5p;SARM1;sterile alpha and TIR motif containing 1
60;hsa-miR-16-5p;DEPTOR;DEP domain containing MTOR interacting protein
60;hsa-miR-16-5p;SLC16A6;solute carrier family 16 member 6
60;hsa-miR-16-5p;KCNMA1;potassium calcium-activated channel subfamily M alpha 1
60;hsa-miR-16-5p;NRARP;NOTCH regulated ankyrin repeat protein
60;hsa-miR-16-5p;DSEL;dermatan sulfate epimerase like
60;hsa-miR-16-5p;CADM1;cell adhesion molecule 1
60;hsa-miR-16-5p;CACNB4;calcium voltage-gated channel auxiliary subunit beta 4
60;hsa-miR-16-5p;DCN;decorin
60;hsa-miR-16-5p;VCL;vinculin
60;hsa-miR-16-5p;RBMS2;RNA binding motif single stranded interacting protein 2
60;hsa-miR-16-5p;ACTR1A;ARP1 actin related protein 1 homolog A
59;hsa-miR-16-5p;TRIM37;tripartite motif containing 37
59;hsa-miR-16-5p;KRTAP9-3;keratin associated protein 9-3
59;hsa-miR-16-5p;CXorf40A;chromosome X open reading frame 40A
59;hsa-miR-16-5p;RNF111;ring finger protein 111
59;hsa-miR-16-5p;HS3ST5;heparan sulfate-glucosamine 3-sulfotransferase 5
59;hsa-miR-16-5p;SCN2A;sodium voltage-gated channel alpha subunit 2
59;hsa-miR-16-5p;MIPOL1;mirror-image polydactyly 1
59;hsa-miR-16-5p;ZBTB2;zinc finger and BTB domain containing 2
59;hsa-miR-16-5p;ZC3H11A;zinc finger CCCH-type containing 11A
59;hsa-miR-16-5p;XPR1;xenotropic and polytropic retrovirus receptor 1
59;hsa-miR-16-5p;MTAP;methylthioadenosine phosphorylase
59;hsa-miR-16-5p;BACE2;beta-secretase 2
59;hsa-miR-16-5p;RAB40A;RAB40A, member RAS oncogene family
59;hsa-miR-16-5p;CWC15;CWC15 spliceosome associated protein homolog
59;hsa-miR-16-5p;PDCD11;programmed cell death 11
59;hsa-miR-16-5p;BACH2;BTB domain and CNC homolog 2
59;hsa-miR-16-5p;TNIK;TRAF2 and NCK interacting kinase
59;hsa-miR-16-5p;SSU72;SSU72 homolog, RNA polymerase II CTD phosphatase
59;hsa-miR-16-5p;SGPL1;sphingosine-1-phosphate lyase 1
59;hsa-miR-16-5p;VSTM2A;V-set and transmembrane domain containing 2A
59;hsa-miR-16-5p;TLE4;TLE family member 4, transcriptional corepressor
59;hsa-miR-16-5p;FDFT1;farnesyl-diphosphate farnesyltransferase 1
59;hsa-miR-16-5p;RANBP3;RAN binding protein 3
59;hsa-miR-16-5p;CCNE2;cyclin E2
59;hsa-miR-16-5p;EYA4;EYA transcriptional coactivator and phosphatase 4
59;hsa-miR-16-5p;VAMP1;vesicle associated membrane protein 1
59;hsa-miR-16-5p;COMT;catechol-O-methyltransferase
59;hsa-miR-16-5p;POM121;POM121 transmembrane nucleoporin
59;hsa-miR-16-5p;STX1A;syntaxin 1A
59;hsa-miR-16-5p;TTC39A;tetratricopeptide repeat domain 39A
59;hsa-miR-16-5p;MICAL2;microtubule associated monooxygenase, calponin and LIM domain containing 2
59;hsa-miR-16-5p;PTPN14;protein tyrosine phosphatase, non-receptor type 14
59;hsa-miR-16-5p;LHPP;phospholysine phosphohistidine inorganic pyrophosphate phosphatase
59;hsa-miR-16-5p;PITPNA;phosphatidylinositol transfer protein alpha
59;hsa-miR-16-5p;PLEKHB2;pleckstrin homology domain containing B2
58;hsa-miR-16-5p;PKDCC;protein kinase domain containing, cytoplasmic
58;hsa-miR-16-5p;PDAP1;PDGFA associated protein 1
58;hsa-miR-16-5p;CDC42;cell division cycle 42
58;hsa-miR-16-5p;RELT;RELT, TNF receptor
58;hsa-miR-16-5p;PIP4K2C;phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
58;hsa-miR-16-5p;ELP1;elongator complex protein 1
58;hsa-miR-16-5p;AATK;apoptosis associated tyrosine kinase
58;hsa-miR-16-5p;SLC9B2;solute carrier family 9 member B2
58;hsa-miR-16-5p;RAB3B;RAB3B, member RAS oncogene family
58;hsa-miR-16-5p;TTPAL;alpha tocopherol transfer protein like
58;hsa-miR-16-5p;NMD3;NMD3 ribosome export adaptor
58;hsa-miR-16-5p;MYO1C;myosin IC
58;hsa-miR-16-5p;THUMPD1;THUMP domain containing 1
58;hsa-miR-16-5p;CXCR3;C-X-C motif chemokine receptor 3
58;hsa-miR-16-5p;CNIH2;cornichon family AMPA receptor auxiliary protein 2
58;hsa-miR-16-5p;PCDHA9;protocadherin alpha 9
58;hsa-miR-16-5p;PLPP6;phospholipid phosphatase 6
58;hsa-miR-16-5p;PAFAH2;platelet activating factor acetylhydrolase 2
58;hsa-miR-16-5p;EFNB2;ephrin B2
58;hsa-miR-16-5p;LHFPL5;LHFPL tetraspan subfamily member 5
58;hsa-miR-16-5p;RNMT;RNA guanine-7 methyltransferase
58;hsa-miR-16-5p;SVEP1;sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
58;hsa-miR-16-5p;C6orf222;chromosome 6 open reading frame 222
58;hsa-miR-16-5p;NIM1K;NIM1 serine/threonine protein kinase
58;hsa-miR-16-5p;GHSR;growth hormone secretagogue receptor
58;hsa-miR-16-5p;CAPN6;calpain 6
58;hsa-miR-16-5p;KCTD1;potassium channel tetramerization domain containing 1
58;hsa-miR-16-5p;TAF5;TATA-box binding protein associated factor 5
58;hsa-miR-16-5p;TEAD1;TEA domain transcription factor 1
58;hsa-miR-16-5p;MYADM;myeloid associated differentiation marker
57;hsa-miR-16-5p;LCP1;lymphocyte cytosolic protein 1
57;hsa-miR-16-5p;CYB5B;cytochrome b5 type B
57;hsa-miR-16-5p;PTCD3;pentatricopeptide repeat domain 3
57;hsa-miR-16-5p;ANOS1;anosmin 1
57;hsa-miR-16-5p;ZDHHC21;zinc finger DHHC-type containing 21
57;hsa-miR-16-5p;UBL3;ubiquitin like 3
57;hsa-miR-16-5p;PIAS1;protein inhibitor of activated STAT 1
57;hsa-miR-16-5p;TMEM68;transmembrane protein 68
57;hsa-miR-16-5p;GRAMD2B;GRAM domain containing 2B
57;hsa-miR-16-5p;TBC1D16;TBC1 domain family member 16
57;hsa-miR-16-5p;PIK3C2A;phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
57;hsa-miR-16-5p;ZNF662;zinc finger protein 662
57;hsa-miR-16-5p;PDCD4;programmed cell death 4
57;hsa-miR-16-5p;USP38;ubiquitin specific peptidase 38
57;hsa-miR-16-5p;DEDD;death effector domain containing
57;hsa-miR-16-5p;MAMLD1;mastermind like domain containing 1
57;hsa-miR-16-5p;CAB39;calcium binding protein 39
57;hsa-miR-16-5p;BCL9L;BCL9 like
57;hsa-miR-16-5p;ZNF697;zinc finger protein 697
57;hsa-miR-16-5p;GLT1D1;glycosyltransferase 1 domain containing 1
57;hsa-miR-16-5p;SLC22A17;solute carrier family 22 member 17
57;hsa-miR-16-5p;GSG1;germ cell associated 1
57;hsa-miR-16-5p;RNF213;ring finger protein 213
57;hsa-miR-16-5p;AP5Z1;adaptor related protein complex 5 subunit zeta 1
57;hsa-miR-16-5p;SNCG;synuclein gamma
57;hsa-miR-16-5p;IL17RE;interleukin 17 receptor E
57;hsa-miR-16-5p;SLC45A2;solute carrier family 45 member 2
57;hsa-miR-16-5p;TRIM9;tripartite motif containing 9
57;hsa-miR-16-5p;PURA;purine rich element binding protein A
57;hsa-miR-16-5p;PPP2R1A;protein phosphatase 2 scaffold subunit Aalpha
57;hsa-miR-16-5p;CHD6;chromodomain helicase DNA binding protein 6
57;hsa-miR-16-5p;ARMC8;armadillo repeat containing 8
57;hsa-miR-16-5p;CABLES2;Cdk5 and Abl enzyme substrate 2
57;hsa-miR-16-5p;BTF3;basic transcription factor 3
57;hsa-miR-16-5p;ALOX12;arachidonate 12-lipoxygenase, 12S type
57;hsa-miR-16-5p;ZHX1;zinc fingers and homeoboxes 1
57;hsa-miR-16-5p;RASSF5;Ras association domain family member 5
57;hsa-miR-16-5p;PPP6C;protein phosphatase 6 catalytic subunit
57;hsa-miR-16-5p;TMEM138;transmembrane protein 138
56;hsa-miR-16-5p;LOC100996842;uncharacterized LOC100996842
56;hsa-miR-16-5p;PAGR1;PAXIP1 associated glutamate rich protein 1
56;hsa-miR-16-5p;TRAF6;TNF receptor associated factor 6
56;hsa-miR-16-5p;PTGFR;prostaglandin F receptor
56;hsa-miR-16-5p;CNNM3;cyclin and CBS domain divalent metal cation transport mediator 3
56;hsa-miR-16-5p;MLLT6;MLLT6, PHD finger containing
56;hsa-miR-16-5p;AK9;adenylate kinase 9
56;hsa-miR-16-5p;DYNLT3;dynein light chain Tctex-type 3
56;hsa-miR-16-5p;VAMP8;vesicle associated membrane protein 8
56;hsa-miR-16-5p;SRP72;signal recognition particle 72
56;hsa-miR-16-5p;DPH5;diphthamide biosynthesis 5
56;hsa-miR-16-5p;PIGB;phosphatidylinositol glycan anchor biosynthesis class B
56;hsa-miR-16-5p;TMEM33;transmembrane protein 33
56;hsa-miR-16-5p;SCN4B;sodium voltage-gated channel beta subunit 4
56;hsa-miR-16-5p;GOLGA4;golgin A4
56;hsa-miR-16-5p;BHLHE41;basic helix-loop-helix family member e41
56;hsa-miR-16-5p;PRR15L;proline rich 15 like
56;hsa-miR-16-5p;PEX5;peroxisomal biogenesis factor 5
56;hsa-miR-16-5p;TM7SF3;transmembrane 7 superfamily member 3
56;hsa-miR-16-5p;PSME3;proteasome activator subunit 3
56;hsa-miR-16-5p;CAST;calpastatin
56;hsa-miR-16-5p;CHFR;checkpoint with forkhead and ring finger domains
56;hsa-miR-16-5p;SELENOS;selenoprotein S
56;hsa-miR-16-5p;KRTAP4-4;keratin associated protein 4-4
56;hsa-miR-16-5p;USP32;ubiquitin specific peptidase 32
56;hsa-miR-16-5p;SH3BP2;SH3 domain binding protein 2
56;hsa-miR-16-5p;FAM174B;family with sequence similarity 174 member B
56;hsa-miR-16-5p;CCDC81;coiled-coil domain containing 81
56;hsa-miR-16-5p;A4GNT;alpha-1,4-N-acetylglucosaminyltransferase
56;hsa-miR-16-5p;ADGRD1;adhesion G protein-coupled receptor D1
56;hsa-miR-16-5p;ABI2;abl interactor 2
55;hsa-miR-16-5p;HOXA3;homeobox A3
55;hsa-miR-16-5p;NXPH1;neurexophilin 1
55;hsa-miR-16-5p;VAPB;VAMP associated protein B and C
55;hsa-miR-16-5p;NSMCE3;NSE3 homolog, SMC5-SMC6 complex component
55;hsa-miR-16-5p;SOX5;SRY-box 5
55;hsa-miR-16-5p;TFEC;transcription factor EC
55;hsa-miR-16-5p;SELENOI;selenoprotein I
55;hsa-miR-16-5p;CPNE1;copine 1
55;hsa-miR-16-5p;AHNAK2;AHNAK nucleoprotein 2
55;hsa-miR-16-5p;CTDSPL;CTD small phosphatase like
55;hsa-miR-16-5p;DNAJC5;DnaJ heat shock protein family (Hsp40) member C5
55;hsa-miR-16-5p;REEP1;receptor accessory protein 1
55;hsa-miR-16-5p;CA8;carbonic anhydrase 8
55;hsa-miR-16-5p;CDK6;cyclin dependent kinase 6
55;hsa-miR-16-5p;ESS2;ess-2 splicing factor homolog
55;hsa-miR-16-5p;SYT10;synaptotagmin 10
55;hsa-miR-16-5p;FBXO22;F-box protein 22
55;hsa-miR-16-5p;SEPT11;septin 11
55;hsa-miR-16-5p;AEBP2;AE binding protein 2
55;hsa-miR-16-5p;KRTAP9-4;keratin associated protein 9-4
55;hsa-miR-16-5p;KRTAP9-2;keratin associated protein 9-2
55;hsa-miR-16-5p;KLC4;kinesin light chain 4
55;hsa-miR-16-5p;SOGA1;suppressor of glucose, autophagy associated 1
55;hsa-miR-16-5p;TRIM36;tripartite motif containing 36
55;hsa-miR-16-5p;ZNF436;zinc finger protein 436
55;hsa-miR-16-5p;TPM3;tropomyosin 3
55;hsa-miR-16-5p;RPRD1B;regulation of nuclear pre-mRNA domain containing 1B
55;hsa-miR-16-5p;SZRD1;SUZ RNA binding domain containing 1
55;hsa-miR-16-5p;PARM1;prostate androgen-regulated mucin-like protein 1
55;hsa-miR-16-5p;TPPP3;tubulin polymerization promoting protein family member 3
55;hsa-miR-16-5p;ZBTB9;zinc finger and BTB domain containing 9
55;hsa-miR-16-5p;CLCN5;chloride voltage-gated channel 5
55;hsa-miR-16-5p;LRCH1;leucine rich repeats and calponin homology domain containing 1
55;hsa-miR-16-5p;THSD4;thrombospondin type 1 domain containing 4
55;hsa-miR-16-5p;C5orf64;chromosome 5 open reading frame 64
55;hsa-miR-16-5p;TIMM10B;translocase of inner mitochondrial membrane 10B
55;hsa-miR-16-5p;HTR1B;5-hydroxytryptamine receptor 1B
55;hsa-miR-16-5p;KRTAP9-8;keratin associated protein 9-8
54;hsa-miR-16-5p;CHRNB2;cholinergic receptor nicotinic beta 2 subunit
54;hsa-miR-16-5p;ARHGEF12;Rho guanine nucleotide exchange factor 12
54;hsa-miR-16-5p;GDI2;GDP dissociation inhibitor 2
54;hsa-miR-16-5p;PRR11;proline rich 11
54;hsa-miR-16-5p;LRP10;LDL receptor related protein 10
54;hsa-miR-16-5p;SPCS3;signal peptidase complex subunit 3
54;hsa-miR-16-5p;AMMECR1L;AMMECR1 like
54;hsa-miR-16-5p;ADAM10;ADAM metallopeptidase domain 10
54;hsa-miR-16-5p;PRKAA1;protein kinase AMP-activated catalytic subunit alpha 1
54;hsa-miR-16-5p;SPEN;spen family transcriptional repressor
54;hsa-miR-16-5p;GABRE;gamma-aminobutyric acid type A receptor epsilon subunit
54;hsa-miR-16-5p;GORASP1;golgi reassembly stacking protein 1
54;hsa-miR-16-5p;FSD1;fibronectin type III and SPRY domain containing 1
54;hsa-miR-16-5p;ADAP1;ArfGAP with dual PH domains 1
54;hsa-miR-16-5p;SWAP70;switching B cell complex subunit SWAP70
54;hsa-miR-16-5p;TECPR2;tectonin beta-propeller repeat containing 2
54;hsa-miR-16-5p;FGFR4;fibroblast growth factor receptor 4
54;hsa-miR-16-5p;DENR;density regulated re-initiation and release factor
54;hsa-miR-16-5p;MBTPS2;membrane bound transcription factor peptidase, site 2
54;hsa-miR-16-5p;MYLK3;myosin light chain kinase 3
54;hsa-miR-16-5p;NEXMIF;neurite extension and migration factor
54;hsa-miR-16-5p;ZDHHC14;zinc finger DHHC-type containing 14
54;hsa-miR-16-5p;FLCN;folliculin
54;hsa-miR-16-5p;ANP32E;acidic nuclear phosphoprotein 32 family member E
54;hsa-miR-16-5p;ZNF699;zinc finger protein 699
54;hsa-miR-16-5p;SLC9A8;solute carrier family 9 member A8
54;hsa-miR-16-5p;GNPDA2;glucosamine-6-phosphate deaminase 2
54;hsa-miR-16-5p;MRPS2;mitochondrial ribosomal protein S2
54;hsa-miR-16-5p;MTMR11;myotubularin related protein 11
53;hsa-miR-16-5p;CNTN3;contactin 3
53;hsa-miR-16-5p;TTC38;tetratricopeptide repeat domain 38
53;hsa-miR-16-5p;AP1S3;adaptor related protein complex 1 subunit sigma 3
53;hsa-miR-16-5p;SBNO1;strawberry notch homolog 1
53;hsa-miR-16-5p;DCAF10;DDB1 and CUL4 associated factor 10
53;hsa-miR-16-5p;EPB41L1;erythrocyte membrane protein band 4.1 like 1
53;hsa-miR-16-5p;DAZAP2;DAZ associated protein 2
53;hsa-miR-16-5p;ZNF609;zinc finger protein 609
53;hsa-miR-16-5p;C11orf53;chromosome 11 open reading frame 53
53;hsa-miR-16-5p;DNAJA1;DnaJ heat shock protein family (Hsp40) member A1
53;hsa-miR-16-5p;LMAN2L;lectin, mannose binding 2 like
53;hsa-miR-16-5p;MCFD2;multiple coagulation factor deficiency 2
53;hsa-miR-16-5p;ZNF81;zinc finger protein 81
53;hsa-miR-16-5p;KCNJ11;potassium voltage-gated channel subfamily J member 11
53;hsa-miR-16-5p;MOCS3;molybdenum cofactor synthesis 3
53;hsa-miR-16-5p;SLC38A7;solute carrier family 38 member 7
53;hsa-miR-16-5p;PIM1;Pim-1 proto-oncogene, serine/threonine kinase
53;hsa-miR-16-5p;NYNRIN;NYN domain and retroviral integrase containing
53;hsa-miR-16-5p;LAMP2;lysosomal associated membrane protein 2
53;hsa-miR-16-5p;ANKRD11;ankyrin repeat domain 11
53;hsa-miR-16-5p;KLC1;kinesin light chain 1
53;hsa-miR-16-5p;BRWD1;bromodomain and WD repeat domain containing 1
53;hsa-miR-16-5p;MACC1;MET transcriptional regulator MACC1
53;hsa-miR-16-5p;TXN2;thioredoxin 2
